source,target,shared_papers,fractional_weight,papers
Chong Ruan,Zijun Liu,3,0.15627996164908917,DeepSeek-R1；DeepSeek-V3 Technical Report；Generalist Reward Modeling
Damai Dai,Xin Cheng,5,0.09883914376051008,Conditional Memory；DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Damai Dai,Zhengyan Zhang,6,0.145976217213373,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Native Sparse Attention；mHC
Huazuo Gao,Zhengyan Zhang,6,0.145976217213373,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Native Sparse Attention；mHC
Peiyi Wang,Zijun Liu,3,0.15627996164908917,DeepSeek-R1；DeepSeek-V3 Technical Report；Generalist Reward Modeling
Shirong Ma,Xiaokang Zhang,5,0.1469160668374332,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Shirong Ma,Yuxiang Luo,5,0.1469160668374332,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Damai Dai,Yuqing Wang,3,0.19548872180451127,Insights into DeepSeek-V3；Native Sparse Attention；mHC
Huazuo Gao,Yuqing Wang,3,0.19548872180451127,Insights into DeepSeek-V3；Native Sparse Attention；mHC
Chong Ruan,Hongxuan Tang,3,0.06731677745725155,DeepSeek-Prover-V2；DeepSeek-V3.2；DeepSeek-V4
Daya Guo,Hongxuan Tang,3,0.06731677745725155,DeepSeek-Prover-V2；DeepSeek-V3.2；DeepSeek-V4
Haoran Wei,Yaofeng Sun,4,1.008493248045487,DeepSeek-OCR；DeepSeek-OCR 2；DeepSeek-V3.2；DeepSeek-V4
Haoran Wei,Yukun Li,4,1.008493248045487,DeepSeek-OCR；DeepSeek-OCR 2；DeepSeek-V3.2；DeepSeek-V4
Chengda Lu,Jiewen Hu,3,0.13349324804548687,DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Chengda Lu,Tian Ye,3,0.13349324804548687,DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Jiewen Hu,Shirong Ma,3,0.13349324804548687,DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Jiewen Hu,Tian Ye,3,0.13349324804548687,DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Bingxuan Wang,Kezhao Huang,3,0.08541632496856377,Conditional Memory；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Huanqi Cao,3,0.06112482699285526,DeepSeek-V3.2；DeepSeek-V4；mHC
Chenggang Zhao,Shengding Hu,3,0.06112482699285526,DeepSeek-V3.2；DeepSeek-V4；mHC
Chenggang Zhao,Yixuan Wei,3,0.06112482699285526,DeepSeek-V3.2；DeepSeek-V4；mHC
Chengqi Deng,Huanqi Cao,3,0.06112482699285526,DeepSeek-V3.2；DeepSeek-V4；mHC
Chengqi Deng,Shengding Hu,3,0.06112482699285526,DeepSeek-V3.2；DeepSeek-V4；mHC
Chengqi Deng,Yixuan Wei,3,0.06112482699285526,DeepSeek-V3.2；DeepSeek-V4；mHC
Damai Dai,Kezhao Huang,3,0.08541632496856377,Conditional Memory；DeepSeek-V3.2；DeepSeek-V4
Liyue Zhang,Shaoyuan Chen,3,0.09182658137882017,DeepSeek-V3.2；DeepSeek-V4；DualPath
Liyue Zhang,Yinmin Zhong,3,0.09182658137882017,DeepSeek-V3.2；DeepSeek-V4；DualPath
Liyue Zhang,Yongtong Wu,3,0.09182658137882017,DeepSeek-V3.2；DeepSeek-V4；DualPath
Panpan Huang,Shaoyuan Chen,3,0.09182658137882017,DeepSeek-V3.2；DeepSeek-V4；DualPath
Panpan Huang,Yinmin Zhong,3,0.09182658137882017,DeepSeek-V3.2；DeepSeek-V4；DualPath
Panpan Huang,Yongtong Wu,3,0.09182658137882017,DeepSeek-V3.2；DeepSeek-V4；DualPath
Bingxuan Wang,Han Zhang,2,0.08065442020665901,Conditional Memory；DeepSeek-V4
Damai Dai,Han Zhang,2,0.08065442020665901,Conditional Memory；DeepSeek-V4
